"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct"
"2338","As of January 1st. 2011 every cab will run on meters. The meters will be paid for by the owners of the company, the meters will be purchased from a distributor to be named by the city. Every cab will run the same model of meter and will be calibrated by the distributor every 6 months. The cost of calibration will be covered by the owner/broker of the cab.",5,"as","of","january","st","","the","a","and","my","it",0.0500000000001819,FALSE
"2339","Hubby and I have never been to one of the celebrations, but so many people visit that there would be no place to park, and no way to get near the elephant enclosure anyway. Packy's parties have always been very popular events, and today thousands are expected to wander through the gates to visit him.",4,NA,"hubby","and","i","have","to","have","the","was","am",0.0299999999997453,TRUE
"2340","Shouldn’t DBKL be busy attending to all these? Or have they also sub-contracted all duties for some quick and easy earnings?",13,"or","have","they","also","subcontracted","a","the","to","been","have",0.0300000000002001,FALSE
"2341","On top of the onion massacre, there was the prospect of cleaning the turquoise chopper, which by the way, isn’t the easiest thing to do. I damn near mutilated my hand with the stainless steel blades while trying to clean all the slightly inaccessible areas under the plastic cover! I thought this was supposed to simplify my life, not take it!",22,"the","way","isnt","the","easiest","of","and","to","is","first",0.0599999999999454,FALSE
"2342","A QUESTION TO ANSWER. Why Isn’t There More Healing? There are many hindrances to receiving healing. We look at just a couple of them.",13,"healing","there","are","many","hindrances","a","the","are","of","you",0.0299999999997453,FALSE
"2343","No more diapers",2,NA,NA,NA,"no","more","matter","one","more","idea","how",0.0199999999999818,TRUE
"2344","Rating - 5 out of 5",5,"rating","","","out","of","of","the","on","in","there",0.0100000000002183,TRUE
"2345","Mom's usual lead a pretty tattered scattered life, so hope this inspires you to come up with something good for your Mom's this year.",24,"for","your","mom's","this","year","is","the","and","year","time",0.0500000000001819,TRUE
"2346","Cuando esté la lista puesta y si estais en ella me mandais un mail para confirmar el encargo (mi email está en la barra lateral, en la sección de Contacto). Contestaré a los correos tan rápido como pueda.",23,"mi","email","est","en","la","la","or","arbol","ella","su",0.0499999999997272,TRUE
"2347","Denis Gagnon, Jeremy Laing, Lida Baday, Line RUNWAY, Mikhael Kale, Pink Tartan, Smythe, Wayne Clark, Wings + Horns",16,"tartan","smythe","wayne","clark","wings","state","swept",NA,NA,NA,0,FALSE
"2348","4 nonetheless",2,NA,NA,NA,"","nonetheless",NA,NA,NA,NA,NA,NA,FALSE
"2349","God Of Miracles, we pray that miracles and testimonies shall become come in our lives in this month, as we commonly breath in air on daily basis freely without knowing the value, but we say thank You, Lord for making the air available to us and granting us the privilege to have them so freely and we decree that in every seconds, minutes, hours, mornings, afternoons, evenings, nights, days and weeks in this month, we shall live in miracles, we shall dwell in testimonies all way through and we shall testify in the midst of the saints and to the glory of God, the Father, God, the Son and God, the Holy Spirit, this we pray, receive and claim over our lives in Jesus Name. Amen*7times, 7times and 7times.",56,"have","them","so","freely","and","i","much","to","and","a",0.0299999999997453,TRUE
"2350","“Less of Self, and more of Thee.”",4,NA,"less","of","self","and","the","a","and","my","it",0.0500000000001819,TRUE
"2351","The connection between the title & the story only surfaces after you are about 80% into the book, leaving me very non-motivated to even read further to find out what the iron tooth is about in the first place. Even when I did find out what the iron tooth is about, & how it helps the story move further, it’s too late, since the author by then had successfully bored me.",13,"only","surfaces","after","you","are","to","are","can","a","have",0.0299999999997453,TRUE
"2352","This association is like Summer in a mouthful, if Summer were to decide she got a little tired of eating salad and drinking water all day long. This is the part when Summer gets fun.",32,"this","is","the","part","when","of","and","to","is","the",0.0700000000001637,FALSE
"2353","Naturally the move has taken a lot of time, Thursday and Friday last week were busy days regarding this. However, my time was not all spend humping furniture a fifty five years of collected items, on Saturday, along with Liz Hazell, our Walsall UKIP branch treasurer and Albert and Graham Duffen from Birmingham, I drove up to Skegness for the UKIP Spring Conference – which to say the least was a very uplifting day – UKIP is really on the march now and becoming a real threat to the other, longer established but totally failed, political parties.",43,"with","liz","hazell","our","walsall","the","and","a","to","is",0.0100000000002183,FALSE
"2354","It is changing the landscape of education.",4,NA,"it","is","changing","the","a","the","to","was","is",0.0199999999999818,TRUE
"2355","Never think you are alone in these world. No matter how sad you are you are not alone. There always at least someone who cares maybe he/she close with you but they can feel what you feel. it’s the worst feeling in the world when you feel alone and there is no one here for you",2,NA,NA,NA,"never","think","a","to","have","even","stop",0.00999999999976353,FALSE
"2356","After losing nearly two hours due to diversions, road-works and unplanned comfort breaks we arrive at the home of Our Hero’s Trusted Side-kick Dom with just enough time for a caffeine and nicotine top-up before loading Dom and his gear (including a much appreciated crate of beer) in the car and back onto the road… Straight into the tail-end of the hurricane that has been visiting Northern Britain over the past few days… Beware High Winds!! And Bad Drivers!!!!",46,"a","much","appreciated","crate","of","of","lot","to","and","few",0.0500000000001819,TRUE
"2357","How are you affected by the size of the room you’re in?",6,"are","you","affected","by","the","the","a","to","are","can",0.0499999999997272,TRUE
"2358","Over the past year or so, I've been in a lot of boutiques that are a little new to me. A big reason for that has been location--Minneapolis, Las Vegas, Dallas, and Paris offer some great stores. But I knew what I wanted to look at long before I walked in. In Burberry, I wanted to find THE trench, and I did. How? I walked in, I started looking around, I got approached, and I accepted the offer of help. I told the sales assistant that I was only looking (I said this first off), but I felt it time to think about investing in a trench (given I've been considering this for ten years, my sense of time clearly is fluid). The ensuing discussion and try-ons were about fitting me. That's it. I took the information on the sales assistant's card. When I decide to purchase it, he's who I call. It was all professionally handled--my end, his end. In other words, it wasn't about the cupid's singing--it was about finding information.",59,"wanted","to","find","the","trench","of","and","the","to","is",0.0300000000002001,FALSE
"2359","In 1950, the remains of Wingate and his nine companions were disinterred from their grave in India. With his family’s agreement, Wingate was taken to what US Military personnel hold to be sacred ground. On the old plantation of confederate General Robert E. Lee, in what is now Arlington National Cemetery, Orde Charles Wingate was laid to rest with full military honors. The fact that this was done at a time when the United States was occupied by the expansion of communism in Asia and a frightening face off with Soviet forces in Europe speaks volumes about how highly the United States Military regarded Orde Wingate.",33,"personnel","hold","to","be","sacred","the","a","be","to","in",0.0399999999999636,FALSE
