"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"7297","At the going down of the sun and in the morning","at the going down of the sun",8,"and","same","first","most","world","time",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7298","It’s like being pulled under, drowning","it’s",2,"like",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7299","Do you dream about writing a book someday?","do",2,"you","you","not","the","it","with",0.0200000000004366,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7300","I MARRIED A CULT FIGURE FROM SALFORD","i",2,"married","was","have","am","had","think",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7301","Cast: Laurence Olivier, Claire Bloom, Maggie Smith, Burgess Meredith Dir: Desmond Davis C-118 mins, TV-14","cast",2,"laurence","of","in","out","are","it",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7302","Feel empty life without your beauty.","feel empty life without your",6,"beauty","the","even","any","having","further",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7303","Finding the source of the plague isn’t Celia’s only concern. Her alcoholic mother has broken out of prison on the Sirens’ island; her little sister’s ghost has possessed a young girl; and one of Celia’s boyfriends, a powerful mage, has disappeared.","finding the source of the plague isn’t celia’s only concern her alcoholic",13,"mother","and","to","own","in","she",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7304","God has stored up for you","god has stored up for",6,"you","to","with","the","and","in",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7305","3. Tweet a link to the giveaway and make sure to tag me @biancaphillips. Then leave a comment letting me know you tweeted.Remember, you only need to enter once for a chance to win and you can do so by simply leaving a comment (see #1). Any extra entries for Facebook likes and Twitter mentions just help your chances, but if you're not on FB or Twitter, don't sweat it. I'll randomly select a winner on Monday night. Oh, and don't forget to leave your email address in a comment if you're not easily contactable through a blog.","tweet a link to the giveaway and make sure to tag me then leave a comment letting me know you tweetedremember you only need to enter once for a chance to win and you can do so by simply leaving a comment see any extra entries for facebook likes and twitter mentions just help your chances but if youre not on fb or twitter dont sweat it ill randomly select a winner on monday night oh and dont forget to leave your email address in a comment",88,"if","few","little","lot","bit","good",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7306","Well here are some features I’ve noticed (for the spam sites in “my”field)","well here are some features i’ve noticed",8,"for","of","and","are","not","other",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7307","Cricut Cut - Wheel from Pack Your Bags, cut at 3.25"", with added Glossy Accents","cricut cut wheel from pack your bags cut at with",11,"added","the","least","all","this","home",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7308","It’s not quite “Zen” gardening because even that feels like it requires more maintenance than Stein’s garden probably needs today. But it is certainly more relaxed in its upkeep (though not in its establishment) than what my house is currently surrounded in and I am truly inspired. Unfortunately, as renters, we can only do so much; no prairie grass will grace our front lawn...but then, that wouldn’t have been what graced this valley when it was inhabited by Ohlones who embraced it’s natural resources. I can say that the snails will live in the succulents so that the birds can have something to feast on and their shells will disintegrate to enrich the soil with minerals. I also have a new respect for our compost heap.","it’s not quite “zen” gardening because even that feels like it requires more maintenance than stein’s garden probably needs today but it is certainly more relaxed in its upkeep though not in its establishment than what my house is currently surrounded in and i am truly inspired unfortunately as renters we can only do so much no prairie grass will grace our front lawnbut then that wouldn’t have been what graced this valley when it was inhabited by ohlones who embraced it’s natural resources i can say that the snails will live in the succulents so that the birds can",101,"have","of","in","and","they","now",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7309","Fast forward to present, when I am a mother myself, I realise how wrong I had been.","fast forward to present when i am a mother myself i realise how wrong i had",17,"been","been","was","have","am","had",0.0500000000010914,TRUE,"think",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7310","When James Buchanan became president in March 1857, he was determined to assert federal control over Utah Territory, where most of the residents were Mormons. Buchanan dispatched a brigade of 2,500 infantry and artillery troops for Salt Lake City under the command of the infamous General William (""Squaw Killer"") Harney, who had a reputation for harsh methods. The troops were to establish a federal garrison in Utah and provide support for the new non-Mormon Utah Governor Alfred Cummings, who had been appointed by Buchanan to replace Young.","when james buchanan became president in march he was determined to assert federal control over utah territory where most of the residents were mormons buchanan dispatched a brigade of infantry and artillery troops for",35,"salt","and","to","he","in","from",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7311","I have been avoiding the FOTD's recently due to a bad skin flare up which I blame on the darn evil cold weather and silly old me frollicking with new skin care products.","i have been avoiding the fotds recently due to a bad skin flare",14,"up","care","is","of","and","the",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7312","Tired and hungry he took out the last of the apples and saw how the slight brown spot has slowly darkened and spread. It had a distinct aroma that it reminded him of her. He took a bite into it and let the bittersweet juice drip from his parched lips. It even tastes like her, he thought.","tired and hungry he took out the last of the apples and saw how the slight brown spot has slowly darkened and spread it had a distinct aroma that it reminded him of her he took a bite",39,"into","few","little","lot","bit","good",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7313","But if this had happened in October or November it would be a different story. Occupy was only successfully evicted because it had in the meantime alienated itself from broad support. The state let ODS’ own weaknesses wear it down to the bone, then smashed the brittle remains.","but if this had happened in october or november it would be a different story occupy was only successfully evicted because it had in the meantime alienated itself from broad support",32,"the","but","term","range","strategies",NA,0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7314","Location: South Bend, IN","location south",3,"bend","of","carolina","africa","africanism","africas",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7315","While many of us continue to dream of being picked up by the ‘majors’, while we’re waiting, there is no harm whatsoever in self-publishing a few e-books.","while many of us continue to dream of being picked up by the ‘majors’ while we’re waiting there is no harm",22,"whatsoever","one","longer","matter","not","idea",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316","Background Focus","background",2,"focus","is","and","the","other","this",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7317","For the Gallery page I was going to use Pictobrowser to show all my images in one long slide show but realised that the average attention span of the viewer browsing the internet is around 5 seconds and no one would have the patience to watch that many slides. Therefore influenced by Daniel Burman’s website and his gallery page, I decided to show the best photo from each gallery and use it as a link to the gallery there in, with the galleries title in the corner of the image.","for the gallery page i was going to use pictobrowser to show all my images in one long slide show but realised that",24,"the","that","what","how","today",NA,0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
