"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"3080","""Nothing I've read, seen or heard has made me believe this is a shady deal,"" Brady said of the NCAA investigation into Lyles' dealings with Oregon.","nothing ive",3,"read","got","seen","ever","always","never","really","done","decided",0.0199999999967986,FALSE,"just","made"
"3081","4337 Koeln Av, $97,500","koeln",2,"av",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3082","Crossman did say she might be the pacer for the women's 5,000 in the Friday evening session.","crossman did say she might be the pacer for the womens in the friday evening",16,"session","now","good","really","happy","weekend","hope","right","added",0.0100000000020373,FALSE,"brought","worked"
"3083","Around noon Tuesday, a family member told the Sentinel that Satterfield called his mother and told her he was driving north to shoot Cumberland Farms’ officials.","around noon tuesday a family member told the sentinel that satterfield called his mother and told",17,"her","us","reporters","going","even","judge","talking","group","id",0.0199999999967986,FALSE,"crowd",NA
"3084","Federal rules that ban advertising signs within a freeway right of way will be a hurdle in that effort. Few states have pursued the strategy, though many are interested.","federal rules that ban advertising signs",7,"within","even","may","anything","awards","dead","small","public","types",0.0299999999988358,FALSE,"signs","fees"
"3085","Today, Modell may have fallen to No. 1A on the public enemies list. But those wounds he wanted left alone are being picked at by an angry Cleveland-area public eager to pair Mod ell and LeBron James as the biggest pair of traitors ever to flee town.","today modell may have fallen to no a on the public enemies list but those wounds he wanted left alone are being picked at",25,"by",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3086","Falling shares slightly outnumbered rising ones on the New York Stock Exchange. Consolidated volume came to 3.7 billion shares.","falling shares",3,"slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3087","The largest development proposal, in an area known as Fagan Canyon, was rejected by voters, but hundreds of those proposed homes are on track for construction in coming years.","the largest development proposal",5,"in","seen","many","corner","first","person","dave","projects","deals",0.0300000000061118,FALSE,"program","creative"
"3088","About 200 students and 18 university departments worked on the project, which involved designing, building and ultimately transporting the structure to West Potomac Park in Washington D.C., where it will remain on display with its competitors through 5:30 p.m. Sunday.","about students and university departments worked on the project which involved designing",13,"building","certainly","lets","marketing","building",NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"3089","""My pet peeve is those people who fly seasonal flags instead of the U.S. flag, especially on the holidays. That's like slapping America in the face.""","my pet peeve is those people who fly seasonal flags instead of the",14,"us","year","most","day","best","world","new","time","season",0.0299999999988358,FALSE,"first","things"
"3090","This quote from an unknown source recently surfaced at our newspaper. The happiest people don't have the best of everything; they just make the best of everything they have.","this quote from an unknown source recently surfaced at our newspaper �the",13,"happiest","reported",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3091","Individually those numbers aren't anywhere close to the area leaders. But that's what makes Oakville such a tough team to beat. The defense never knows where Luebke is going to go. It can be a blessing, but also a burden.","individually those numbers arent anywhere close to the area leaders but thats what makes oakville such a tough team to beat the defense never knows where luebke is going to go it can be a blessing",37,"but","to",NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"3092","6. Chris Heisey, LF","chris",2,"heisey","christie","brown","best","johnson","carpenter","product","davis","instant",0,FALSE,"evans","aresco"
"3093","The North Court was once the state's largest ""joined"" court, where each municipality is a partner in the court. But others followed Clinton Township's lead. Hampton left and now uses Raritan Township Municipal Court. Lebanon left and now relies on the Bethlehem-Bloomsbury court. Tewksbury left and formed its own court; Califon left in favor of the Washington Township (Warren County) court.","the north court was once the states largest joined court where each municipality is a partner in the court but others followed clinton townships lead hampton left and now uses raritan township",33,"municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3094","Bill Frazier","bill",2,"frazier","can","money","now","sure","also","said","way","even",0.0200000000040745,FALSE,"came","allow"
"3095","In appearances across the state, the governor indicated he was open to including disaster recovery funding in the special session. However, he ultimately decided to leave it out, saying damage assessments in the impacted communities are not yet complete and total costs are still unknown.","in appearances across the state the governor indicated he was open to including disaster recovery funding in the special session however he ultimately decided to leave it out saying",30,"damage","really","need",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3096","As the Cardinals prep for the start of Grapefruit League games Monday at Roger Dean Stadium, they figure to see a much more reliable and gifted defense in the field. Furcal returns on a two-year deal to start at shortstop. Jay is set to start in center with former Gold Glove winner Carlos Beltran in right. Freese feels more agile in the field another year removed from ankle surgery. It's possible the Cardinals will improve or maintain defensive skill in at least seven of the eight fielding positions.","as the cardinals prep for the start of grapefruit league games monday at roger dean stadium they figure to see a much more reliable and gifted defense in the",30,"field","world","first","past","same","middle","end","last","us",0.0100000000020373,FALSE,"morning","second"
"3097","Those sums pale beside the largest dues deal that Hodgson found: Comerica paid $202,928, including an initiation fee, for CEO Ralph Babb to join a club in Dallas. Babb, incidentally, is a former St. Louisan; he once worked for Mercantile Bank. Comerica received a cash infusion from the U.S. Treasury's TARP program, and TARP requires recipients to have a ""luxury expenditures policy."" Apparently, though, it doesn't require them to quit paying for luxuries.","those sums pale beside the largest dues deal that hodgson found comerica paid including an initiation fee for ceo ralph babb to join a club in dallas babb incidentally is",31,"a","join","incidentally",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3098","Typically, a bad offensive start in an Arena Football League game is crippling.","typically a bad offensive start in an arena football league game",12,"is","will","make","play","going","just","two","dont","thats",0.0199999999967986,FALSE,"thursday","show"
"3099","What are the comparative costs of operating an electric car and a gasoline-powered car?","what are the comparative costs of operating",8,"an","officer","system","systems",NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3100","For more than a decade, the city has been slowly emptying the building.","for more than a decade the city has",9,"been","right","council","manager","might","officials","said","will","government",0.0299999999988358,FALSE,"park","police"
"3101","mayors here -- Mayor Michael O'Brien of Warren, Michael Chaffee of","mayors here mayor michael obrien of warren",8,"michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3102","Connolly, who'd been out drinking with Kohler, differs with Kohler's characterization of Koschman as being physically aggressive. He told the Sun-Times it appeared Koschman just wanted to get in the last word in the argument.","connolly whod been out drinking with",7,"kohler","water","beer","alcohol","night","care","just","much","never",0.0199999999967986,FALSE,"love","fun"
"3103","The girls will play in one gym at Parkway South, the boys in another.","the girls will play in one gym at",9,"parkway","point","thing","always","im","keep","found","today","ended",0.0400000000008731,TRUE,"workout","parkway"
"3104","""The economy is firmly on a growth trajectory,"" said Sung Won Sohn, an economics professor at California State University's Smith School of Business. ""The first-quarter slowdown will be temporary.""","the economy is firmly on a growth trajectory said sung won sohn an economics professor at california state universitys smith school of business the firstquarter",26,"slowdown","community","im","manager","news","may","cards","interests","leisure",0.0199999999967986,FALSE,"model","owner"
"3105","Council members launched an investigation. They hired a private attorney to serve as special counsel. He concluded the spending violated state law, and council members voted unanimously to admonish the mayor and fine her $200. The investigation cost $20,000.","council members launched an investigation they hired a private attorney to serve",13,"as","as",NA,NA,NA,NA,NA,NA,NA,0.0300000000061118,TRUE,NA,NA
"3106","Nuwer, the bullying expert, agreed that the situation is complicated.","nuwer",2,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3107","Lohse carried a no-hitter into the seventh inning. There he mistimed his warm-up by failing to allow for the singing of ""God Bless America"" and allowed shortstop Jose Reyes to line his fourth pitch, a backdoor curve, into right field for a clean single.","lohse carried a nohitter into the seventh inning there he mistimed his warmup by failing to allow for the singing of god bless america and",26,"allowed","the",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
