"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"6927","Friij got out a little pouch from his dragon’s saddlebag, and shook it out onto the ground. Five little stones and a bigger pebble lay there, each glittering and glimmering as the sun shone on them. Snow Woman picked them up and threw the first throw, but as the stones rose in the air, Friij twiddled his little finger, and the stones bounced off Snow Woman’s knuckles and fell to the ground. Friij smiled a wicked smile and picked the stones up for his turn. He made a perfect throw. At the end of the seventh and last round, Snow Woman had not won a single point.","friij got out a little pouch from his dragon’s saddlebag and shook it out onto the ground five little stones and a bigger pebble lay there each glittering and glimmering as the sun shone on them snow woman picked them up and threw the first throw but as the stones rose in the air friij twiddled his little finger and the stones bounced off snow woman’s knuckles and fell to the ground friij",74,"smiled","for",0.0299999999988358,FALSE
"6928","I have noticed that I have what I'd call a more conversational style than other authors. It's more relaxed, like a conversation with the characters. I think I have issues left over from early English classes and the formal writing required. So my characters are never formal in thought or speech (unless their character calls for it).","i have noticed that i have what id call a more conversational style than other authors its more relaxed like a conversation with the characters i think i have issues left",32,"over","are",0.0200000000004366,FALSE
"6929","Key lime pie was invented in the Florida Keys. Legend has it that sponge divers were the first to whip up the pie. Apparently they had a lot of sweetened condensed milk to use up. Hmm, what can we put with this stuff? We DO have a ton of limes laying around….","key lime pie was invented in",7,"the","and",0.0300000000006548,FALSE
"6930","been on my mind of late.","been on",3,"my","the",0,FALSE
"6931","DOLLY: when we were younger, my dad used to call me and my sisters his Dollies. I don’t know why, where it came from, never got to ask him. So now, my sisters and I all call each other Dolly. My oldest sister is “Big” Dolly, next oldest is “Middle” Dolly, and I’m “Little” Dolly. It helps us to distinguish who we’re talking about when we’re on the phone.","dolly when we were younger my dad used to call me and my sisters his dollies i don’t know why where it came from never got to",28,"ask","to",0.0299999999988358,FALSE
"6932","-- insert too thin","insert too",3,"thin","much",0.0200000000004366,FALSE
"6933","We made 'Black Bottom Banana Cones' today!","we made black bottom banana cones",7,"today","pulled",0.0300000000006548,FALSE
"6934","The rancidness","the",2,"rancidness","same",0,FALSE
"6935","Many people are returning to work today after an extended break. Check to see if your employer is offering a donation match. Many larger organisations will match a donation made by staff, thereby doubling the potential amount of money you can help raise.","many people are returning to work today after an extended break check to see if your employer is offering a donation match many larger organisations will match a donation made",31,"by","by",0.0299999999988358,TRUE
"6936","But Desai would be the first to confess how few Durban community activists made the effort to link climate to their most immediate, burning concerns, including rampant electricity prices due to coal-fired powerplant construction; severe storms (one causing at least eight fatalities on November 27); and the local petrochemical industry’s regular explosions, such as the Engen oil refinery fire on October 10 that hospitalised 100 kids at Settlers Primary School in South Durban.","but desai would be the first to confess how few durban community activists made the effort to link climate to their most immediate burning concerns including rampant electricity prices due to coalfired powerplant construction severe storms one causing at",40,"least","time",0.0200000000004366,FALSE
"6937","I don't know how long I wandered, lost in the fog, or at least a fog of battle.","i dont know how long i wandered lost in the fog or at least a",16,"fog","year",0.0300000000006548,FALSE
"6938","I woke up and started getting dressed. Then I started to pile on my laundry. On top I had a white tech shirt, then a pink tech shirt, then an over-sized blue t-shirt to try to hide the madness. On the bottom, I wore a pair of running capris, pulled on my skirtsports skirt, then pulled up a pair of tech shorts over the shortie of the skirt, but under the skirt part.","i woke up and started getting dressed then i started to pile",13,"on","the",0.0399999999990541,FALSE
"6939","PREFACE TO ‘HIGH FIDELITY TRANSMISSION, A PLAY ON AIDS’","preface to ‘high fidelity transmission a",7,"play","can",0.0300000000006548,FALSE
"6940","""Working for Peace and Understanding through media and to shed Light on Islamic 'culture'.""","working for peace and",5,"understanding","the",0.0200000000004366,FALSE
