"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","source1","prediction2","source2","prediction3","source3","prediction4","source4","prediction5","source5","prediction6","source6","prediction7","source7","prediction8","source8","prediction9","source9","prediction10","source10","timeToPredict","Correct"
"380","Which brings me to Recording Software.","which",2,"brings","turn","2","fun","2","also","2","didnt","2","say","2","good","2","find","2","many","2","hope","2","end","2",0.0299999999988358,FALSE
"381","Frank Zappa and the Mothers","frank zappa and the",5,"mothers","the","41C","the","31B","the","32B","the","32C","and","32C","world","3","way","3","media","3","cause","3","little","3",0.150000000008731,FALSE
"382","Preheat the oven to 350 degrees Fahrenheit and place rack in the center of the oven. Place the almonds on a baking sheet and bake for about 8-10 minutes (or until lightly browned and fragrant). Once the nuts have cooled, place in a food processor and process with 1/4 cup of the sugar from the recipe until finely ground.","preheat the oven to degrees fahrenheit and place rack in the center of",14,"the","the","5","the","41A","the","4","each","4","center","42F","the","41C","oven","3","of","41C","of","32B","the","31B",0.429999999993015,TRUE
"383","I will never claim to be a genius or a scholar, but as a gardener, I've observed the best solar around! Have you noticed all the pictures of flowers in this post? They've been directly powered by the sun too.","i will never claim to be a genius or a scholar but as a gardener ive observed the best solar around have you noticed",25,"all","all","4","the","3","all","31A","you","32C","all","3","so","32B","most","32B","bunch","2","the","2","he","2",0.279999999998836,TRUE
"384","“Dear Sir,","“dear",2,"sir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"385","I know I started this blog as my journey through the wonders of cake decorating, but when I feel depressed I don’t feel like baking, and if I don’t feel it, it looks s#!+ lol.","i know i started this blog as my journey through the wonders of cake decorating but when i feel depressed i don’t feel like baking and if",28,"i","i","5","i","4","i","41A","i","41B","i","41C","i","31A","and","42F","i","31B","if","32C","if","41C",0.389999999999418,TRUE
"386","(The queen) was alone with Lord Robert and myself on the poop, when they","the queen was alone with lord robert and myself",10,"on","on","4","the","3","on","31A","and","42F","on","31B","savior","32B","and","32C","on","3","myself","31B","know","2",0.329999999987194,TRUE
"387","Opinions of Counsel - Infringement/ Validity; content and handling by Christopher P. Isaac– Partner, Finnegan, Henderson, Farabow, Garrett & Dunner LLP, Reston, Virginia","opinions of counsel infringement validity content and handling by christopher",11,"p","p","3","p","2","by","32C","way","32B","trying","32B","jos�","32B","waymike","32B","i","32B","his","32B","the","32B",0.220000000001164,TRUE
"388","The best cliche ever: I won’t piss you even if you were fire.","the best cliche ever i won’t you even if you",11,"were","were","5","were","4","were","41B","were","41C","were","31A","woods","41A","were","41A","so","41A","you","41C","ask","32B",0.380000000004657,TRUE
"389","We operate in strict ways, for the benefit and survival of the pack. Everyone is important and everyone has their role to play. It is easy and everyone understands.","we operate in strict ways for the benefit and survival of the pack everyone is important and everyone has their role to play",24,"it","is","4","play","41C","it","31A","to","42F","it","31B","it","4","play","32C","play","31B","play","32B","do","32B",0.309999999997672,TRUE
"390","Pure Shiraz from the Medlands vineyard on the Barossa Valley floor.","pure",2,"shiraz","leaf","2","from","2","large","2","shiraz","2","uncontrolled","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0500000000029104,TRUE
"391","Stadium Club Chrome Preview","stadium",2,"club","chrome","2","club","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00999999999476131,TRUE
"392","8. First grew to love this song after hearing it at the end of ""School of Rock.""","first grew to love",5,"this","this","4","love","41C","this","31A","this","31B","song","3","those","3","than","3","love","32C","love","31B","be","32B",0.190000000002328,TRUE
"393","“And it happened, in the spring of the year, at the time kings go out to battle, that Joab led out the armed forces and ravaged the country of the people of Ammon, and came and besieged Rabbah. But David stayed at Jerusalem. And Joab defeated Rabbah and overthrew it.” 1 Chronicles 20:1","“and it happened in the spring of the year at the time kings go out to battle that joab led out the armed forces",25,"and","and","4","and","3","forces","41C","and","31A","armed","42F","and","31B","forces","32B","europe","2","ravaged","2","is","2",0.30000000000291,TRUE
"394","“I just repainted my office using H2 Ahh!, my signature color from Ellen’s Designer’s Palette. I had originally painted my bedroom this color with “not full spectrum” blended paint from another company. When Ellen invited me to be one of the designers in her line I knew I wanted my signature blue/green/gray and she formulated it as a full spectrum blend.","“i just repainted my office using h ahh my signature color from ellen’s designer’s palette i",17,"had","had","3","can","21","mine","21","had","21","originally","21","wait","2","going","2","seen","2","around","2","maybe","2",0.19999999999709,TRUE
"395","Apparently this is available on a DVD of Frank Tashlin’s THE GLASS BOTTOM BOAT, which is vaguely apt, but it should really be an extra with VERTIGO. Both because of the ways in which Jones’s visuals approach Saul Bass’s (the YouTuber who posted it apparently thinks it’s by Norman McLaren — a fair guess, but WRONG), and in the way the short reverses the sympathies engendered in Hitchcock’s film — a woman trapped and torn and manipulated and molded between two horrible men is replaced by a female manipulator who remodels the men in her life, rejecting the less adaptable model in favour of the one who can literally be bent to her will.","apparently this is available on a dvd of frank tashlin’s the glass bottom boat which is vaguely apt but it should really be an extra with vertigo both because of the ways",33,"in","which","4","ways","41C","which","3","in","31A","the","42F","in","4","in","3","ways","32B","dog","32B","is","32B",0.309999999997672,TRUE
