"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"880","With their virtual abandonment of melody and a typical song structure, this stuff is as wild and raw as music gets. In fact, I think the only one term we can use to commodify these tracks: let's call it Free James Brown.",31,"only","one","term","we","can","have","are","had",0.0299999999997453,FALSE
"881","This voluminous human figure takes on a trinitarian shape,",6,"voluminous","human","figure","takes","on","out","from","quite",0.0100000000002183,FALSE
"882","My life has had it's fair share of trials. But, I know they all have refined me. I know those trials are not yet over, and I still have much refining to go. I am thankful God cares enough to see me though the trials and can't wait until he can see His whole reflection when He looks at me...",39,"am","thankful","god","cares","enough","the","and","has",0.0299999999997453,FALSE
"883","The plotting and engineering involved in the first few chapters of the story is a marvel to behold. Davis manages to create four separate mysteries: who is Gene Swendsen, the new chauffeur? What really happened to Kitten in that auto accident? Why is Hilda, her sister, such a nervous wreck? And is the person in the room upstairs really Kitten? Mysterious phone calls to the man who delivered Swendsen to the Corwith home add to the suspense. Each chapter ends with an italicized section that give us insight into ""the patient"" in the room upstairs. We know the thoughts and feelings of ""the patient"" and watch as this person turns the pages of a diary written, of course, in the first person but with all references to Kitten in the third person. The diary starts out with glowing entries showing admiration for Kitten then reveal petty envy and finally explode into bitter hatred. But then the diary can't be Kitten's, can it? Why refer to herself in the third person? And if it isn't Kitten's diary, whose is it and how did the patient get a hold of it?",136,"person","the","diary","starts","out","of","and","to",0.0199999999999818,FALSE
"884","Depeche Mode Walking in my shoes UK",7,"walking","in","my","shoes","uk","the","a","and",0.0300000000002001,FALSE
"885","Sam has just begun his search for his bike. Today, Sam went with his dad to check out bikes at two different stores. He is deciding between the Surly Long Haul Trucker and the Specialized Tricross. He will put the order in for the bike by the end of the week, and will have it under his feet soon.",40,"tricross","he","will","put","the","be","was","on",0.0299999999997453,FALSE
"886","“The insurgency’s safe haven in Pakistan, as well as the limited capacity of the Afghan government, remain the biggest risks to the process of turning security gains into a durable and sustainable Afghanistan,” according to the report.",13,"as","the","limited","capacity","of","of","and","to",0.0199999999999818,TRUE
"887","I've had a great time. And I really look forward to working on these again next year. That is if anyone will have me as their Baker! (hint. hint)",7,"a","great","time","and","i","i","the","a",0.0300000000002001,TRUE
"888","I've been away from the blog for so long, let's see if I remember how this goes......",9,"the","blog","for","so","long","the","i","of",0.0199999999999818,FALSE
"889","a door that opened deep within.",2,NA,NA,NA,"a","door","of","lot","and",0,FALSE
"890","I have tasted every vintage of this wine ever shipped to the UK and it just gets better and better, I chose to mention this wine deliberately as Private Bin is Villa Maria’s lowest rung on the quality ladder, yet it is still a lovely wine offering great quality and terrific value for money.",24,"better","i","chose","to","mention","the","be","a",0.0300000000002001,FALSE
"891","The idea for the beer was born back on IPA Day last year when we had an epic 'IPA Dinner' at the Dean Swift in London, designed by Rick, Max Chater (now Head Dog at BrewDog Nottingham) & Momo their talented head chef.",8,"the","beer","was","born","back","a","of","to",0.0299999999997453,FALSE
"892","So, today we went and got some birthday pictures made of the girls. I just took the cheap route, with JC Penny. It is always so challenging to get a good picutre of them. I really hope to get my friend to photograph them before we leave, maybe in the Spring. Anyway, we got a couple of good ones. Carolina turned out to be the harder one, because almost all of hers were fake smiles. So, then she wanted sausage and eggs, so we headed to Cracker Barrell. Then we went to Classroom Corner and got a few ""learning"" things. I got her some lined paper to help in practicing her writing and some dot-to-dot books, she loves! On the way home you could see the sky forever and the clouds were so interesting against a bright blue. I told Lina to look how big God must be to such a huge sky. She said , yes, He must be that big, then she said ""those clouds are so rowdy!"" I'm not sure where she came up with that one.",117,"and","some","dottodot","books","she","the","i","a",0.0100000000002183,FALSE
"893","My daughter and I made these books. They are our version of Smash books! Just personalized!!",8,"i","made","these","books","they","have","to","was",0.0299999999997453,FALSE
"894","I couldn’t not like AVENGERS ASSEMBLE in the end, because where else can you see Jenny Agutter attempt to nuke Manhattan? She hasn’t wielded power like that since WALKABOUT.",5,"i","couldnt","not","like","avengers","to","a","that",0.0199999999999818,FALSE
"895","Imagine An& complain and say the ACIB need restructuring…..is 20 months you in charge of it An& and you aint do anything to fix it? http://www.newsday.co.tt/news/0,155240.html",11,"acib","need","restructuringis","","months","to","more","know",0.0199999999999818,FALSE
"896","Sometimes it seems unfair the way life happens doesn't it?",6,"it","seems","unfair","the","way","of","and","to",0.0300000000002001,FALSE
"897","Feeling somewhat reflective these days!",4,NA,"feeling","somewhat","reflective","these","these","i","in",0.0299999999997453,TRUE
"898","My former mother-in-law was an OB/GYN nurse and demanded to see the records of the delivery. She was convinced that somehow, the vacuum extractor was responsible for slicing and dicing my nether-regions.",25,"somehow","the","vacuum","extractor","was","of","and","to",0.0100000000002183,FALSE
"899","2-01 Call Me",2,NA,NA,NA,"","call",NA,NA,NA,NA,FALSE
"900","OUR VIDEO:",2,NA,NA,NA,"our","video","and","lives","yard",0,FALSE
"901","B is for Beatles",2,NA,NA,NA,"b","is","is","for",NA,0.0199999999999818,TRUE
"902","JUNIOR FACULTY",2,NA,NA,NA,"junior","faculty",NA,NA,NA,NA,FALSE
"903","There are four faces of this pyramid, one for each direction. The serpent is activated on the Spring (planting, open to receive new seeds) and Fall Equinoxes (harvesting the seeds planted from spring… that is to say, Full use of all that was planted in spring.)",20,"on","the","spring","planting","open","of","and","the",0.0300000000002001,FALSE
