"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"4434","graduation tomorrow?! what?! this is SO crazy! =0...time sure flies when you least expect it!","time","sure","flies","when","you","immersed",1.07000000000698,FALSE
"4435","Promote yourself free on the site on my profile. All social networks. Follow 4 follow? i'll follow back in 1-2 days.","i'll","follow","back","in","","the",0.769999999989523,FALSE
"4436","Lane Kiffin was at Tenn one year I believe",NA,NA,NA,"lane","kiffin","auburn",0.0200000000040745,FALSE
"4437","Worried about missing the State of the Union so you can get your trivia fix? Don't. We're moving trivia to 7 so you can get your Obama on","don't","we're","moving","trivia","to","q",0.789999999993597,FALSE
"4438","☼ Success is dependent upon the glands - sweat glands. Zig Ziglar","","sweat","glands","zig","ziglar","No prediction for this word list yet",0.75,FALSE
"4439","Two drivers tonight recommended Sabri Nihari for Pakistani / Indian. Moroccan recommends Andalous.","","indian","moroccan","recommends","andalous","abandoning",0.850000000005821,FALSE
"4440","Just getting home from long day at work & gym..bout to run to the shower","just","getting","home","from","long","sj",0.69999999999709,FALSE
"4441","Gonna be a long day",NA,NA,NA,"gonna","be","be",0.0200000000040745,TRUE
"4442","I'm so embarrassed to think about any of those baseball team names. May as well call them Bad News Bats!","of","those","baseball","team","names","his",0.789999999993597,FALSE
"4443","okay well that's not too bad xD",NA,NA,"okay","well","that's","as",0.160000000003492,FALSE
"4444","Ok brotha thanks!!!",NA,NA,NA,"ok","brotha","i",0.0299999999988358,FALSE
"4445","Ok, am I crazy but anti depressant ads seem curiously similar to life insurance ads...",NA,NA,NA,"ok","am","i",0.0299999999988358,FALSE
"4446","It doesn't get any better than today's New York Post cover.",NA,NA,"it","doesn't","get","lemme",0.160000000003492,FALSE
"4447","Do tell...",NA,NA,NA,"do","tell","you",0.0299999999988358,FALSE
"4448","Hi everyone, Nate here, your friendly Health IT geek! Sounds like an exciting chat!","here","your","friendly","health","it","care",0.779999999998836,FALSE
"4449","And they're all coughing uncontrollably",NA,NA,NA,"and","they're","the",0.0200000000040745,FALSE
"4450","Houston or Austin is like home of the Asians in Texas.",NA,NA,"houston","or","austin","the",0.0399999999935972,FALSE
"4451","Really really need new running shoes!",NA,NA,"really","really","need","really",0.160000000003492,FALSE
"4452","Not the ideal day to think solar but still State #incentives kick-start Bellingham #solar panel company | BBJ Today","solar","panel","company","","bbj","No prediction for this word list yet",0.610000000000582,FALSE
"4453","I'm calling bullshit. You weren't by Lakeshore dorms...You was here. And you was smoochin' with my brother","dormsyou","was","here","and","you","tahoe",0.809999999997672,FALSE
"4454","Thanks, it was!",NA,NA,NA,"thanks","it","for",0.0200000000040745,FALSE
"4455","There is a show called ""Hardcore Pawn""",NA,NA,"there","is","a","no",0.0399999999935972,FALSE
"4456","you should tape a copy of Binds of Blood to *their* front door... (not sure I got the title right)","copy","of","binds","of","blood","the",0.770000000004075,FALSE
"4457","Miami Heat beating the Bulls Ass... #literally....on the floor","the","bulls","ass","literallyon","the","No prediction for this word list yet",0.729999999995925,FALSE
"4458","5'10""+ FEMALE PROMO MODELS NEEDED: national publication & food brand have teamed up for unique SXSW event on 3/15. msg me for details.","up","for","unique","sxsw","event","silver",0.720000000001164,FALSE
"4459","Some ideas sound ridiculous only when you speak them out.",NA,"some","ideas","sound","ridiculous","of",0.0600000000122236,FALSE
"4460","like the new picture! it's meat boy. er something.","new","picture","it's","meat","boy","at",0.769999999989523,FALSE
"4461","Do I have your email?","do","i","have","your","email","the",1.94999999999709,FALSE
"4462","missing u too baby, and no roots","u","too","baby","and","no","singing",0.780000000013388,FALSE
"4463","Twisted and no doubt drinking vodka, hanging her ankles in hoop earring during sex","in","hoop","earring","during","sex","the",0.75,FALSE
"4464","I have to laugh - of *course* you've done this before. My dreams can't even outdo the kitchen!","you've","done","this","before","my","the",0.789999999993597,FALSE
"4465","to jaden! Follow me! Ur awesome :)","to","jaden","follow","me","ur","yee",1.10000000000582,FALSE
"4466","i think its at the same spot we went to March Madness","spot","we","went","to","march","the",0.209999999991851,FALSE
"4467","Go #Reds!! Just watched a Reds feature on #MLBisBack on #ESPN...Cincy is where it's at! We love this city and it's great people!","love","this","city","and","it's","this",0.0400000000081491,FALSE
"4468","What's your personal vision?",NA,NA,NA,"what's","your","your",0.159999999988941,TRUE
"4469","My mommy and her boyfriend working on the back yard .... I put in my request for a new room lol","","i","put","in","my","work",0.75,FALSE
"4470","Big Rangers win now 3 up on the pens with the Islanders beating down the pens!!","now","","up","on","the","the",0.830000000001746,TRUE
"4471","Thanks for the retweet",NA,"thanks","for","the","retweet","follow",0.0599999999976717,FALSE
"4472","Worst officiated game I've ever seen",NA,"worst","officiated","game","i've","and",0.190000000002328,FALSE
"4473","When I went to work today, I didn't expect to end up in jail. Just doing an interview with , but still.",NA,"when","i","went","to","to",0.0599999999976717,TRUE
"4474","Great pic! We love your work.","great","pic","we","love","your","so",0.75,FALSE
"4475","I azked god to get rid of my enemies I was Surprized wen I Lozt niggaz dat waz friends to me SMH #shout out to all my real niggaz","waz","friends","to","me","smh","is",0.740000000005239,FALSE
"4476","A true tragedy in every sense: London's Sky News reporting singer Amy Winehouse found dead in her London home. Details to come.","a","true","tragedy","in","every","the",0.759999999994761,FALSE
"4477","Authors, cont.: If I can't find you easily I often just give up. How many opportunities for PR are you missing w/out a blog?","can't","find","you","easily","i","good",0.779999999998836,FALSE
"4478","Nothing in this world that's worth having comes easy.","in","this","world","that's","worth","what",1.19000000000233,FALSE
"4479","Stupid move Rondo. Try to act like you've been in a high stakes game before.","rondo","try","to","act","like","is",0.779999999998836,FALSE
"4480","hope you die",NA,NA,NA,"hope","you","you",0.0299999999988358,TRUE
"4481","Whelp traffic in NYC",NA,"whelp","traffic","in","nyc","the",0.170000000012806,FALSE
"4482","Enjoy every scented moment with a Mia Joy Spa & Moisturizing Candle.","joy","spa","","moisturizing","candle","shea",0.75,FALSE
"4483","Were never taking a WR high, what was I thinking.","high","what","was","i","thinking","thinking",3.1299999999901,TRUE
"4484","me too!!",NA,NA,NA,"me","too","and",0.0299999999988358,FALSE
"4485","Excited! new album ""Fearless"" is going to be awesome! RT : A HUGE day tomorrow for our friend","is","going","to","be","awesome","a",0.0600000000122236,FALSE
"4486","I can't keep pretending I don't like you.","i","can't","keep","pretending","i","to",0.849999999991269,FALSE
"4487","What makes you beautiful- One Direction","makes","you","beautiful","one","direction","of",0.720000000001164,FALSE
"4488","Who's ready for the CHILI CHALLENGE Tomm ??? I hear the winner gets an Amazing prize ?? (:","ready","for","the","chili","challenge","presidency",1.30000000000291,FALSE
"4489","Love never fails you.",NA,NA,NA,"love","never","you",0.0299999999988358,FALSE
"4490","same here might order it tonight or tomorrow cause will have to get it on brads card hehe x","here","might","order","it","tonight","makes",0.809999999997672,FALSE
"4491","what a story - glad you are sharing your optimism!!","glad","you","are","sharing","your","my",0.75,FALSE
"4492","CHECK OUT OUR FAVORITES (:",NA,NA,NA,"check","out","out",0.130000000004657,TRUE
"4493","Am I the last person on earth over age 30 to watch #thekingsspeech? What took me so long?","person","on","earth","over","age","the",1.50999999999476,FALSE
"4494","gabe wants to know. Post it on his facebookwall","wants","to","know","post","it","if",0.990000000005239,FALSE
"4495","“: Searching for a salon out there that does hair chalking.” what is hair chalking?",NA,NA,"","searching","for","for",0.0400000000081491,TRUE
"4496","oh girl",NA,NA,NA,"oh","girl","i",0.0199999999895226,FALSE
"4497","Let's go puppies!",NA,NA,NA,"let's","go","get",0.0200000000040745,FALSE
"4498","lol im sorry for caring damn !","im","sorry","for","caring","damn","for",0.759999999994761,FALSE
"4499","This year flew by. Happy New Year!",NA,NA,"this","year","flew","the",0.0500000000029104,FALSE
"4500","#you #don't #need #a #hashtag #for #every #word #you #type. It's","for","every","word","you","type","are",0.779999999998836,FALSE
"4501","My own cat doesn't want to cuddle with me. get the fuck outta my room","with","me","get","the","fuck","information",0.75,FALSE
"4502","If you don't use the Oxford Comma you are wrong, lazy, or British.","comma","you","are","wrong","lazy","to",0.730000000010477,FALSE
"4503","figure out I have bad hand writing tonight. I guess my way of writing far looks like I spell car.","out","i","have","bad","hand","it",1.76999999998952,FALSE
"4504","Fuck this phone.",NA,NA,"fuck","this","phone","sun",0.0599999999976717,FALSE
"4505","RT : Mary Marshall Clark via video from to #oralhistory conference: how do we teach 9/11 history now?","clark","via","video","from","to","the",0.779999999998836,FALSE
"4506","Oh, yeah. That's actually pretty funny in a Talker-headed way.","funny","in","a","talkerheaded","way","No prediction for this word list yet",0.690000000002328,FALSE
"4507","Flying to Oakland today; arriving at sundown. Auspicious!",NA,"flying","to","oakland","today","rahsheka",0.0599999999976717,FALSE
"4508","Just left the mall. :) are you going to the vs game tonight? Would love to see you after My performance.","you","going","to","the","vs","lake",0.14000000001397,FALSE
"4509","The show is progressing so fast, the moment is almost here. Will you be there to share? March 25th www.MRCJE.com get your tickets..","will","you","be","there","to","one",7.46999999998661,FALSE
"4510","She's gonna be loads of fun by wedding time. Loads.",NA,NA,NA,"she's","gonna","a",0.170000000012806,FALSE
"4511","haha what's up?",NA,NA,"haha","what's","up","your",0.0399999999935972,FALSE
"4512","I smell shit",NA,NA,NA,"i","smell","love",0.00999999999476131,FALSE
"4513","i like the boys better anyways :) besides","i","like","the","boys","better","but",3.11000000000058,FALSE
"4514","Nice profile photo. I'd date you.",NA,NA,"nice","profile","photo","controversial",0.0299999999988358,FALSE
"4515","why don't you allow users to upload photos for contacts and manually add FB/Twitter URLs?","don't","you","allow","users","to","can",0.779999999998836,FALSE
"4516","Definitely Does a fun headline game, total foodie, follows everything, knows all.",NA,NA,NA,"definitely","does","be",0.0300000000133878,FALSE
"4517","Just one hour away from Thanksgiving Live on !",NA,"just","one","hour","away","a",0.0999999999912689,FALSE
"4518","#1B1S1B RT : ""Next Friday come, I don't have the rent; and out the door I went""","rent","and","out","the","door","passable",0.970000000001164,FALSE
"4519","hopefully once this summer... Justdunno when yet!","once","this","summer","justdunno","when","No prediction for this word list yet",0.759999999994761,FALSE
"4520","Damn they really are. Also that gold eye stuff is really not doing her any favors.",NA,"damn","they","really","are","liked",0.190000000002328,FALSE
